dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.027859152973785,TRUE,1
2,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.799828131068934,TRUE,1
3,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.879502890140634,TRUE,1
4,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.974965866880801,TRUE,1
5,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.924912369259848,TRUE,1
6,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.9301919028165635,TRUE,1
7,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.797468938700205,TRUE,1
8,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.092107055544034,TRUE,1
9,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.999835117378447,TRUE,1
10,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.0870392169536665,TRUE,1
11,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.986407884663738,TRUE,1
12,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.8839818189158,TRUE,1
13,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.917225838963364,TRUE,1
14,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.184719078775324,TRUE,1
15,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.991634437266265,TRUE,1
16,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.032026919713959,TRUE,1
17,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.0786289491078085,TRUE,1
18,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.849763972952976,TRUE,1
19,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.811314471152758,TRUE,1
20,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.901377434643999,TRUE,1
21,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.710422705118497,TRUE,1
22,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.956533104487063,TRUE,1
23,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.87964994449562,TRUE,1
24,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.779977810632155,TRUE,1
25,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.8380089337952965,TRUE,1
26,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.074165051646198,TRUE,1
27,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.6835232089944965,TRUE,1
28,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.950278083742191,TRUE,1
29,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.864339120183539,TRUE,1
30,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.93293141429983,TRUE,1
31,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.97193590330765,TRUE,1
32,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.9466376608410165,TRUE,1
33,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.7617334887077,TRUE,1
34,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.998279387004996,TRUE,1
35,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.92824815842245,TRUE,1
36,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.988371767245546,TRUE,1
37,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.948377979076995,TRUE,1
38,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.117619950160056,TRUE,1
39,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.9482061168118365,TRUE,1
40,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.901258746523254,TRUE,1
41,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.974242647759159,TRUE,1
42,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.956111401221412,TRUE,1
43,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.912020178257593,TRUE,1
44,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.9900786137160305,TRUE,1
45,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.96616719200004,TRUE,1
46,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.130482858038033,TRUE,1
47,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.914902450068512,TRUE,1
48,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.961451475293371,TRUE,1
49,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.6879409331935085,TRUE,1
50,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.993142259684767,TRUE,1
51,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.931940949273013,TRUE,1
52,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,5.860516804794707,TRUE,1
53,cc_outcome,Standard Outcome Regression for ATT among eligible complete cases,mu,6.031514731894427,TRUE,1
