dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,sim_id
1,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.589913664375169,TRUE,1
2,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.391726474000148,TRUE,1
3,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.557681998577616,TRUE,1
4,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.504744850242441,TRUE,1
5,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.554600033795852,TRUE,1
6,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.46761924424956,TRUE,1
7,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.3763579495456755,TRUE,1
8,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.661394411623856,TRUE,1
9,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.570184012357948,TRUE,1
10,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.6319849553400605,TRUE,1
11,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.609021044695861,TRUE,1
12,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.413645278281019,TRUE,1
13,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.536930193083281,TRUE,1
14,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.781066568063423,TRUE,1
15,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.586684997305224,TRUE,1
16,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.642776652680264,TRUE,1
17,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.677759210230588,TRUE,1
18,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.423118563538831,TRUE,1
19,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.352749631149648,TRUE,1
20,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.512340262557211,TRUE,1
21,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.327947866949894,TRUE,1
22,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.575138531103459,TRUE,1
23,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.532286643912315,TRUE,1
24,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.363066813607969,TRUE,1
25,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.55294228464783,TRUE,1
26,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.6962327769714065,TRUE,1
27,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.250516847368301,TRUE,1
28,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.58517517727542,TRUE,1
29,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.424391816106384,TRUE,1
30,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.59359890098786,TRUE,1
31,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.593602505477945,TRUE,1
32,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.552788920183845,TRUE,1
33,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.361339479498319,TRUE,1
34,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.547550565657643,TRUE,1
35,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.461300722839494,TRUE,1
36,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.605661558747045,TRUE,1
37,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.461535205720594,TRUE,1
38,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.698142280280405,TRUE,1
39,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.55461742483711,TRUE,1
40,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.521558445886931,TRUE,1
41,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.6484969059517125,TRUE,1
42,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.525361876974198,TRUE,1
43,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.491399471497425,TRUE,1
44,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.551522586149672,TRUE,1
45,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.5658443744850175,TRUE,1
46,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.697857131462915,TRUE,1
47,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.473596638980567,TRUE,1
48,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.531617749585257,TRUE,1
49,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.264950242503393,TRUE,1
50,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.587330876117398,TRUE,1
51,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.4984715895131755,TRUE,1
52,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.425892506497866,TRUE,1
53,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.6220661894053086,TRUE,1
54,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.390232121148323,TRUE,1
55,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.659169654454064,TRUE,1
56,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.658999822676116,TRUE,1
57,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.516698735992426,TRUE,1
58,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.704251500913567,TRUE,1
59,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.577804964354227,TRUE,1
60,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.552444045272459,TRUE,1
61,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.539290039014382,TRUE,1
62,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.743159980645393,TRUE,1
63,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.572755242108462,TRUE,1
64,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.758769975137419,TRUE,1
65,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.480719036874724,TRUE,1
66,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.40395594372418,TRUE,1
67,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.62579923481797,TRUE,1
68,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.555565750917173,TRUE,1
69,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.396082782826452,TRUE,1
70,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.512125584625982,TRUE,1
71,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.439610414142933,TRUE,1
72,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.509130648838056,TRUE,1
73,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.600269656164091,TRUE,1
74,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.399197077043707,TRUE,1
75,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.688465518676597,TRUE,1
76,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.49357875758074,TRUE,1
77,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.640788925132224,TRUE,1
78,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.597387194805826,TRUE,1
79,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.606920421030366,TRUE,1
80,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.475870564765538,TRUE,1
81,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.519726797951646,TRUE,1
82,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.743737306992771,TRUE,1
83,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.509393164967923,TRUE,1
84,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.4644841313012495,TRUE,1
85,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.310148717363524,TRUE,1
86,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.624585846598042,TRUE,1
87,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.470033330674178,TRUE,1
88,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.662997243335285,TRUE,1
89,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.481451707714869,TRUE,1
90,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,5.538623759543523,TRUE,1
