sim_id,dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,true_att
6,1,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.041812139982725,FALSE,-0.04858644632938813
6,2,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.055859924984492576,FALSE,-0.04858644632938813
6,3,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.055050787994964115,FALSE,-0.04858644632938813
6,4,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.03922307191297903,FALSE,-0.04858644632938813
6,5,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04908530210363983,FALSE,-0.04858644632938813
6,6,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04675497870540917,FALSE,-0.04858644632938813
6,7,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04947183226184329,FALSE,-0.04858644632938813
6,8,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05720699450680071,FALSE,-0.04858644632938813
6,9,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04693751955565818,FALSE,-0.04858644632938813
6,10,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04798085133679599,FALSE,-0.04858644632938813
6,11,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.048927399212641234,FALSE,-0.04858644632938813
6,12,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.046211922138905626,FALSE,-0.04858644632938813
6,13,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05572911712248302,FALSE,-0.04858644632938813
6,14,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04734453213859564,FALSE,-0.04858644632938813
6,15,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.048889471828710535,FALSE,-0.04858644632938813
6,16,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.049990768536835824,FALSE,-0.04858644632938813
6,17,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05601389780589072,FALSE,-0.04858644632938813
6,18,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05232245225500458,FALSE,-0.04858644632938813
6,19,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04719543544843504,FALSE,-0.04858644632938813
6,20,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04793211805230391,FALSE,-0.04858644632938813
6,21,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05192126737079355,FALSE,-0.04858644632938813
6,22,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04950290961915093,FALSE,-0.04858644632938813
6,23,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04847317976439029,FALSE,-0.04858644632938813
6,24,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04794658446090291,FALSE,-0.04858644632938813
6,25,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.051553787857335574,FALSE,-0.04858644632938813
6,26,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05133376850675292,FALSE,-0.04858644632938813
6,27,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05002921882072369,FALSE,-0.04858644632938813
6,28,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.048491675648347735,FALSE,-0.04858644632938813
6,29,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04598520411195031,FALSE,-0.04858644632938813
6,30,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.049577550726024815,FALSE,-0.04858644632938813
6,31,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.06291254054371412,FALSE,-0.04858644632938813
6,32,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05355540396581302,FALSE,-0.04858644632938813
6,33,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05353782478788946,FALSE,-0.04858644632938813
6,34,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.03855371400750117,FALSE,-0.04858644632938813
6,35,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04601435796046244,FALSE,-0.04858644632938813
6,36,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.051421705565214915,FALSE,-0.04858644632938813
6,37,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.047077156923672835,FALSE,-0.04858644632938813
6,38,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05451013201404982,FALSE,-0.04858644632938813
6,39,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04993803326588853,FALSE,-0.04858644632938813
6,40,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04593571454743162,FALSE,-0.04858644632938813
6,41,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.047267553272922105,FALSE,-0.04858644632938813
6,42,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04797696514150462,FALSE,-0.04858644632938813
6,43,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05668532584421007,FALSE,-0.04858644632938813
6,44,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05664955345058943,FALSE,-0.04858644632938813
6,45,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04118038086685873,FALSE,-0.04858644632938813
6,46,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.042213760785530255,FALSE,-0.04858644632938813
6,47,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05330097576561288,FALSE,-0.04858644632938813
6,48,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.049912092464316396,FALSE,-0.04858644632938813
6,49,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04453467546346719,FALSE,-0.04858644632938813
6,50,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04103411893035019,FALSE,-0.04858644632938813
6,51,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.0465382272823794,FALSE,-0.04858644632938813
6,52,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.054572272271178036,FALSE,-0.04858644632938813
6,53,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.0405527891710605,FALSE,-0.04858644632938813
6,54,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04837250369106279,FALSE,-0.04858644632938813
6,55,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05150376777745069,FALSE,-0.04858644632938813
6,56,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04915940988719765,FALSE,-0.04858644632938813
6,57,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04658070667164778,FALSE,-0.04858644632938813
6,58,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04729710585299745,FALSE,-0.04858644632938813
6,59,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05473518212081779,FALSE,-0.04858644632938813
6,60,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05499880150519372,FALSE,-0.04858644632938813
6,61,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04604269610955916,FALSE,-0.04858644632938813
6,62,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.05764183996541899,FALSE,-0.04858644632938813
6,63,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04567738283684848,FALSE,-0.04858644632938813
6,64,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.042138384707640975,FALSE,-0.04858644632938813
6,65,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04720837129681606,FALSE,-0.04858644632938813
6,66,iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases,eta/mu,-0.04871665078095433,FALSE,-0.04858644632938813
