sim_id,dataset_id,estimator,description,correct_models,tau_hat,matched_cohort,true_att
5,1,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.0506274376641353,TRUE,-0.04858644632938813
5,2,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.04685442184133369,TRUE,-0.04858644632938813
5,3,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05308885028001676,TRUE,-0.04858644632938813
5,4,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.0511907797165735,TRUE,-0.04858644632938813
5,5,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.055144337779523336,TRUE,-0.04858644632938813
5,6,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05383403735840568,TRUE,-0.04858644632938813
5,7,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.04587570213035063,TRUE,-0.04858644632938813
5,8,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05032907546878394,TRUE,-0.04858644632938813
5,9,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.047521942205286015,TRUE,-0.04858644632938813
5,10,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05240509607005973,TRUE,-0.04858644632938813
5,11,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.04923386334397811,TRUE,-0.04858644632938813
5,12,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05537888668963727,TRUE,-0.04858644632938813
5,13,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.04884869481381432,TRUE,-0.04858644632938813
5,14,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.053500727341487614,TRUE,-0.04858644632938813
5,15,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05444722071130131,TRUE,-0.04858644632938813
5,16,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.051548244961072825,TRUE,-0.04858644632938813
5,17,crossfit_iwor_cc,Inverse Weighted Outcome Regression for ATT among eligible complete cases (Flexible mu/eta),---,-0.05668220611586835,TRUE,-0.04858644632938813
